D,Y,Dt,Wkd,CM,C,Com,TM,M,V,CL
Exports,2015,31/01/2015,Saturday,01/02/2020,All,All,All,$,257000000,257000000
Exports,2015,01/02/2015,Sunday,02/02/2020,All,All,All,$,123000000,380000000
Exports,2015,02/02/2015,Monday,03/02/2020,All,All,All,$,176000000,556000000
Exports,2015,03/02/2015,Tuesday,04/02/2020,All,All,All,$,115000000,671000000
Exports,2015,04/02/2015,Wednesday,05/02/2020,All,All,All,$,74000000,746000000
Exports,2015,05/02/2015,Thursday,06/02/2020,All,All,All,$,119000000,864000000
Exports,2015,06/02/2015,Friday,07/02/2020,All,All,All,$,127000000,992000000
Exports,2015,07/02/2015,Saturday,08/02/2020,All,All,All,$,206000000,1198000000
Exports,2015,08/02/2015,Sunday,09/02/2020,All,All,All,$,114000000,1312000000
Exports,2015,09/02/2015,Monday,10/02/2020,All,All,All,$,202000000,1513000000
Exports,2015,10/02/2015,Tuesday,11/02/2020,All,All,All,$,88000000,1601000000
Exports,2015,11/02/2015,Wednesday,12/02/2020,All,All,All,$,67000000,1669000000
Exports,2015,12/02/2015,Thursday,13/02/2020,All,All,All,$,132000000,1801000000
Exports,2015,13/02/2015,Friday,14/02/2020,All,All,All,$,143000000,1944000000
Exports,2015,14/02/2015,Saturday,15/02/2020,All,All,All,$,146000000,2090000000
Exports,2015,15/02/2015,Sunday,16/02/2020,All,All,All,$,111000000,2201000000
Exports,2015,16/02/2015,Monday,17/02/2020,All,All,All,$,226000000,2427000000
Exports,2015,17/02/2015,Tuesday,18/02/2020,All,All,All,$,171000000,2599000000
Exports,2015,18/02/2015,Wednesday,19/02/2020,All,All,All,$,120000000,2718000000
Exports,2015,19/02/2015,Thursday,20/02/2020,All,All,All,$,157000000,2875000000
Exports,2015,20/02/2015,Friday,21/02/2020,All,All,All,$,157000000,3032000000
Exports,2015,21/02/2015,Saturday,22/02/2020,All,All,All,$,184000000,3216000000
Exports,2015,22/02/2015,Sunday,23/02/2020,All,All,All,$,135000000,3352000000
Exports,2015,23/02/2015,Monday,24/02/2020,All,All,All,$,185000000,3536000000
Exports,2015,24/02/2015,Tuesday,25/02/2020,All,All,All,$,94000000,3630000000
Exports,2015,25/02/2015,Wednesday,26/02/2020,All,All,All,$,113000000,3743000000
Exports,2015,26/02/2015,Thursday,27/02/2020,All,All,All,$,130000000,3873000000
Exports,2015,27/02/2015,Friday,28/02/2020,All,All,All,$,127000000,4000000000
Exports,2015,28/02/2015,Saturday,29/02/2020,All,All,All,$,145000000,4145000000
Exports,2015,01/03/2015,Sunday,01/03/2020,All,All,All,$,386000000,4531000000
Exports,2015,02/03/2015,Monday,02/03/2020,All,All,All,$,219000000,4750000000
Exports,2015,03/03/2015,Tuesday,03/03/2020,All,All,All,$,163000000,4913000000
Exports,2015,04/03/2015,Wednesday,04/03/2020,All,All,All,$,125000000,5039000000
Exports,2015,05/03/2015,Thursday,05/03/2020,All,All,All,$,158000000,5197000000
Exports,2015,06/03/2015,Friday,06/03/2020,All,All,All,$,153000000,5350000000
Exports,2015,07/03/2015,Saturday,07/03/2020,All,All,All,$,174000000,5525000000
Exports,2015,08/03/2015,Sunday,08/03/2020,All,All,All,$,112000000,5637000000
Exports,2015,09/03/2015,Monday,09/03/2020,All,All,All,$,209000000,5846000000
Exports,2015,10/03/2015,Tuesday,10/03/2020,All,All,All,$,118000000,5964000000
Exports,2015,11/03/2015,Wednesday,11/03/2020,All,All,All,$,85000000,6049000000
Exports,2015,12/03/2015,Thursday,12/03/2020,All,All,All,$,160000000,6209000000
Exports,2015,13/03/2015,Friday,13/03/2020,All,All,All,$,130000000,6339000000
Exports,2015,14/03/2015,Saturday,14/03/2020,All,All,All,$,100000000,6439000000
Exports,2015,15/03/2015,Sunday,15/03/2020,All,All,All,$,133000000,6573000000
Exports,2015,16/03/2015,Monday,16/03/2020,All,All,All,$,213000000,6786000000
Exports,2015,17/03/2015,Tuesday,17/03/2020,All,All,All,$,109000000,6895000000
Exports,2015,18/03/2015,Wednesday,18/03/2020,All,All,All,$,116000000,7011000000
Exports,2015,19/03/2015,Thursday,19/03/2020,All,All,All,$,164000000,7175000000
Exports,2015,20/03/2015,Friday,20/03/2020,All,All,All,$,131000000,7306000000
Exports,2015,21/03/2015,Saturday,21/03/2020,All,All,All,$,197000000,7503000000
Exports,2015,22/03/2015,Sunday,22/03/2020,All,All,All,$,146000000,7649000000
Exports,2015,23/03/2015,Monday,23/03/2020,All,All,All,$,175000000,7824000000
Exports,2015,24/03/2015,Tuesday,24/03/2020,All,All,All,$,130000000,7954000000
Exports,2015,25/03/2015,Wednesday,25/03/2020,All,All,All,$,74000000,8028000000
Exports,2015,26/03/2015,Thursday,26/03/2020,All,All,All,$,219000000,8247000000
Exports,2015,27/03/2015,Friday,27/03/2020,All,All,All,$,117000000,8364000000
Exports,2015,28/03/2015,Saturday,28/03/2020,All,All,All,$,165000000,8529000000
Exports,2015,29/03/2015,Sunday,29/03/2020,All,All,All,$,140000000,8669000000
Exports,2015,30/03/2015,Monday,30/03/2020,All,All,All,$,220000000,8888000000
Exports,2015,31/03/2015,Tuesday,31/03/2020,All,All,All,$,161000000,9049000000
Exports,2015,01/04/2015,Wednesday,01/04/2020,All,All,All,$,82000000,9131000000
Exports,2015,02/04/2015,Thursday,02/04/2020,All,All,All,$,137000000,9269000000
Exports,2015,03/04/2015,Friday,03/04/2020,All,All,All,$,158000000,9427000000
Exports,2015,04/04/2015,Saturday,04/04/2020,All,All,All,$,192000000,9618000000
Exports,2015,05/04/2015,Sunday,05/04/2020,All,All,All,$,153000000,9771000000
Exports,2015,06/04/2015,Monday,06/04/2020,All,All,All,$,206000000,9978000000
Exports,2015,07/04/2015,Tuesday,07/04/2020,All,All,All,$,108000000,10086000000
Exports,2015,08/04/2015,Wednesday,08/04/2020,All,All,All,$,81000000,10167000000
Exports,2015,09/04/2015,Thursday,09/04/2020,All,All,All,$,121000000,10288000000
Exports,2015,10/04/2015,Friday,10/04/2020,All,All,All,$,126000000,10414000000
Exports,2015,11/04/2015,Saturday,11/04/2020,All,All,All,$,175000000,10588000000
Exports,2015,12/04/2015,Sunday,12/04/2020,All,All,All,$,115000000,10704000000
Exports,2015,13/04/2015,Monday,13/04/2020,All,All,All,$,203000000,10907000000
Exports,2015,14/04/2015,Tuesday,14/04/2020,All,All,All,$,73000000,10980000000
Exports,2015,15/04/2015,Wednesday,15/04/2020,All,All,All,$,91000000,11072000000
Exports,2015,16/04/2015,Thursday,16/04/2020,All,All,All,$,179000000,11250000000
Exports,2015,17/04/2015,Friday,17/04/2020,All,All,All,$,122000000,11372000000
Exports,2015,18/04/2015,Saturday,18/04/2020,All,All,All,$,100000000,11472000000
Exports,2015,19/04/2015,Sunday,19/04/2020,All,All,All,$,146000000,11617000000
Exports,2015,20/04/2015,Monday,20/04/2020,All,All,All,$,184000000,11801000000
Exports,2015,21/04/2015,Tuesday,21/04/2020,All,All,All,$,171000000,11972000000
Exports,2015,22/04/2015,Wednesday,22/04/2020,All,All,All,$,119000000,12091000000
Exports,2015,23/04/2015,Thursday,23/04/2020,All,All,All,$,123000000,12214000000
Exports,2015,24/04/2015,Friday,24/04/2020,All,All,All,$,154000000,12368000000
Exports,2015,25/04/2015,Saturday,25/04/2020,All,All,All,$,195000000,12562000000
Exports,2015,26/04/2015,Sunday,26/04/2020,All,All,All,$,136000000,12699000000
Exports,2015,27/04/2015,Monday,27/04/2020,All,All,All,$,189000000,12888000000
Exports,2015,28/04/2015,Tuesday,28/04/2020,All,All,All,$,78000000,12965000000
Exports,2015,29/04/2015,Wednesday,29/04/2020,All,All,All,$,80000000,13045000000
Exports,2015,30/04/2015,Thursday,30/04/2020,All,All,All,$,139000000,13183000000
Exports,2015,01/05/2015,Friday,01/05/2020,All,All,All,$,121000000,13305000000
Exports,2015,02/05/2015,Saturday,02/05/2020,All,All,All,$,187000000,13492000000
Exports,2015,03/05/2015,Sunday,03/05/2020,All,All,All,$,165000000,13657000000
Exports,2015,04/05/2015,Monday,04/05/2020,All,All,All,$,152000000,13809000000
Exports,2015,05/05/2015,Tuesday,05/05/2020,All,All,All,$,111000000,13920000000
Exports,2015,06/05/2015,Wednesday,06/05/2020,All,All,All,$,81000000,14001000000
Exports,2015,07/05/2015,Thursday,07/05/2020,All,All,All,$,98000000,14098000000
Exports,2015,08/05/2015,Friday,08/05/2020,All,All,All,$,199000000,14297000000
Exports,2015,09/05/2015,Saturday,09/05/2020,All,All,All,$,101000000,14398000000
Exports,2015,10/05/2015,Sunday,10/05/2020,All,All,All,$,157000000,14555000000
Exports,2015,11/05/2015,Monday,11/05/2020,All,All,All,$,130000000,14684000000
Exports,2015,12/05/2015,Tuesday,12/05/2020,All,All,All,$,119000000,14803000000
Exports,2015,13/05/2015,Wednesday,13/05/2020,All,All,All,$,75000000,14878000000
Exports,2015,14/05/2015,Thursday,14/05/2020,All,All,All,$,166000000,15044000000
Exports,2015,15/05/2015,Friday,15/05/2020,All,All,All,$,191000000,15235000000
Exports,2015,16/05/2015,Saturday,16/05/2020,All,All,All,$,182000000,15417000000
Exports,2015,17/05/2015,Sunday,17/05/2020,All,All,All,$,124000000,15541000000
Exports,2015,18/05/2015,Monday,18/05/2020,All,All,All,$,180000000,15721000000
Exports,2015,19/05/2015,Tuesday,19/05/2020,All,All,All,$,91000000,15812000000
Exports,2015,20/05/2015,Wednesday,20/05/2020,All,All,All,$,111000000,15923000000
Exports,2016,30/01/2016,Saturday,01/02/2020,All,All,All,$,264000000,264000000
Exports,2016,31/01/2016,Sunday,02/02/2020,All,All,All,$,216000000,480000000
Exports,2016,01/02/2016,Monday,03/02/2020,All,All,All,$,218000000,698000000
Exports,2016,02/02/2016,Tuesday,04/02/2020,All,All,All,$,91000000,789000000
Exports,2016,03/02/2016,Wednesday,05/02/2020,All,All,All,$,94000000,883000000
Exports,2016,04/02/2016,Thursday,06/02/2020,All,All,All,$,112000000,996000000
Exports,2016,05/02/2016,Friday,07/02/2020,All,All,All,$,162000000,1157000000
Exports,2016,06/02/2016,Saturday,08/02/2020,All,All,All,$,114000000,1271000000
Exports,2016,07/02/2016,Sunday,09/02/2020,All,All,All,$,118000000,1389000000
Exports,2016,08/02/2016,Monday,10/02/2020,All,All,All,$,188000000,1577000000
Exports,2016,09/02/2016,Tuesday,11/02/2020,All,All,All,$,90000000,1668000000
Exports,2016,10/02/2016,Wednesday,12/02/2020,All,All,All,$,38000000,1706000000
Exports,2016,11/02/2016,Thursday,13/02/2020,All,All,All,$,124000000,1830000000
Exports,2016,12/02/2016,Friday,14/02/2020,All,All,All,$,171000000,2001000000
Exports,2016,13/02/2016,Saturday,15/02/2020,All,All,All,$,201000000,2202000000
Exports,2016,14/02/2016,Sunday,16/02/2020,All,All,All,$,144000000,2346000000
Exports,2016,15/02/2016,Monday,17/02/2020,All,All,All,$,213000000,2559000000
Exports,2016,16/02/2016,Tuesday,18/02/2020,All,All,All,$,73000000,2632000000
Exports,2016,17/02/2016,Wednesday,19/02/2020,All,All,All,$,75000000,2707000000
Exports,2016,18/02/2016,Thursday,20/02/2020,All,All,All,$,164000000,2871000000
Exports,2016,19/02/2016,Friday,21/02/2020,All,All,All,$,122000000,2993000000
Exports,2016,20/02/2016,Saturday,22/02/2020,All,All,All,$,367000000,3359000000
Exports,2016,21/02/2016,Sunday,23/02/2020,All,All,All,$,171000000,3531000000
Exports,2016,22/02/2016,Monday,24/02/2020,All,All,All,$,143000000,3674000000
Exports,2016,23/02/2016,Tuesday,25/02/2020,All,All,All,$,102000000,3776000000
Exports,2016,24/02/2016,Wednesday,26/02/2020,All,All,All,$,61000000,3836000000
Exports,2016,25/02/2016,Thursday,27/02/2020,All,All,All,$,122000000,3959000000
Exports,2016,26/02/2016,Friday,28/02/2020,All,All,All,$,163000000,4121000000
Exports,2016,27/02/2016,Saturday,29/02/2020,All,All,All,$,175000000,4296000000
Exports,2016,28/02/2016,Sunday,01/03/2020,All,All,All,$,184000000,4480000000
Exports,2016,29/02/2016,Monday,02/03/2020,All,All,All,$,237000000,4717000000
Exports,2016,01/03/2016,Tuesday,03/03/2020,All,All,All,$,118000000,4836000000
Exports,2016,02/03/2016,Wednesday,04/03/2020,All,All,All,$,89000000,4925000000
Exports,2016,03/03/2016,Thursday,05/03/2020,All,All,All,$,145000000,5070000000
Exports,2016,04/03/2016,Friday,06/03/2020,All,All,All,$,168000000,5237000000
Exports,2016,05/03/2016,Saturday,07/03/2020,All,All,All,$,109000000,5346000000
Exports,2016,06/03/2016,Sunday,08/03/2020,All,All,All,$,142000000,5487000000
Exports,2016,07/03/2016,Monday,09/03/2020,All,All,All,$,163000000,5650000000
Exports,2016,08/03/2016,Tuesday,10/03/2020,All,All,All,$,103000000,5753000000
Exports,2016,09/03/2016,Wednesday,11/03/2020,All,All,All,$,57000000,5810000000
Exports,2016,10/03/2016,Thursday,12/03/2020,All,All,All,$,163000000,5973000000
Exports,2016,11/03/2016,Friday,13/03/2020,All,All,All,$,122000000,6095000000
Exports,2016,12/03/2016,Saturday,14/03/2020,All,All,All,$,193000000,6288000000
Exports,2016,13/03/2016,Sunday,15/03/2020,All,All,All,$,186000000,6474000000
Exports,2016,14/03/2016,Monday,16/03/2020,All,All,All,$,160000000,6634000000
Exports,2016,15/03/2016,Tuesday,17/03/2020,All,All,All,$,107000000,6741000000
Exports,2016,16/03/2016,Wednesday,18/03/2020,All,All,All,$,81000000,6822000000
Exports,2016,17/03/2016,Thursday,19/03/2020,All,All,All,$,145000000,6966000000
Exports,2016,18/03/2016,Friday,20/03/2020,All,All,All,$,189000000,7155000000
Exports,2016,19/03/2016,Saturday,21/03/2020,All,All,All,$,98000000,7253000000
Exports,2016,20/03/2016,Sunday,22/03/2020,All,All,All,$,125000000,7378000000
Exports,2016,21/03/2016,Monday,23/03/2020,All,All,All,$,139000000,7517000000
Exports,2016,22/03/2016,Tuesday,24/03/2020,All,All,All,$,84000000,7601000000
Exports,2016,23/03/2016,Wednesday,25/03/2020,All,All,All,$,50000000,7651000000
Exports,2016,24/03/2016,Thursday,26/03/2020,All,All,All,$,204000000,7856000000
Exports,2016,25/03/2016,Friday,27/03/2020,All,All,All,$,135000000,7991000000
Exports,2016,26/03/2016,Saturday,28/03/2020,All,All,All,$,188000000,8179000000
Exports,2016,27/03/2016,Sunday,29/03/2020,All,All,All,$,149000000,8328000000
Exports,2016,28/03/2016,Monday,30/03/2020,All,All,All,$,157000000,8485000000
Exports,2016,29/03/2016,Tuesday,31/03/2020,All,All,All,$,101000000,8587000000
Exports,2016,30/03/2016,Wednesday,01/04/2020,All,All,All,$,82000000,8669000000
Exports,2016,31/03/2016,Thursday,02/04/2020,All,All,All,$,249000000,8918000000
Exports,2016,01/04/2016,Friday,03/04/2020,All,All,All,$,156000000,9074000000
Exports,2016,02/04/2016,Saturday,04/04/2020,All,All,All,$,75000000,9149000000
Exports,2016,03/04/2016,Sunday,05/04/2020,All,All,All,$,125000000,9274000000
Exports,2016,04/04/2016,Monday,06/04/2020,All,All,All,$,130000000,9404000000
Exports,2016,05/04/2016,Tuesday,07/04/2020,All,All,All,$,91000000,9495000000
Exports,2016,06/04/2016,Wednesday,08/04/2020,All,All,All,$,48000000,9543000000
Exports,2016,07/04/2016,Thursday,09/04/2020,All,All,All,$,158000000,9700000000
Exports,2016,08/04/2016,Friday,10/04/2020,All,All,All,$,118000000,9818000000
Exports,2016,09/04/2016,Saturday,11/04/2020,All,All,All,$,240000000,10058000000
Exports,2016,10/04/2016,Sunday,12/04/2020,All,All,All,$,209000000,10267000000
Exports,2016,11/04/2016,Monday,13/04/2020,All,All,All,$,151000000,10418000000
Exports,2016,12/04/2016,Tuesday,14/04/2020,All,All,All,$,92000000,10510000000
Exports,2016,13/04/2016,Wednesday,15/04/2020,All,All,All,$,98000000,10608000000
Exports,2016,14/04/2016,Thursday,16/04/2020,All,All,All,$,182000000,10789000000
Exports,2016,15/04/2016,Friday,17/04/2020,All,All,All,$,219000000,11009000000
Exports,2016,16/04/2016,Saturday,18/04/2020,All,All,All,$,108000000,11117000000
Exports,2016,17/04/2016,Sunday,19/04/2020,All,All,All,$,169000000,11286000000
Exports,2016,18/04/2016,Monday,20/04/2020,All,All,All,$,113000000,11399000000
Exports,2016,19/04/2016,Tuesday,21/04/2020,All,All,All,$,177000000,11576000000
Exports,2016,20/04/2016,Wednesday,22/04/2020,All,All,All,$,85000000,11661000000
Exports,2016,21/04/2016,Thursday,23/04/2020,All,All,All,$,139000000,11800000000
Exports,2016,22/04/2016,Friday,24/04/2020,All,All,All,$,145000000,11946000000
Exports,2016,23/04/2016,Saturday,25/04/2020,All,All,All,$,214000000,12159000000
Exports,2016,24/04/2016,Sunday,26/04/2020,All,All,All,$,168000000,12328000000
Exports,2016,25/04/2016,Monday,27/04/2020,All,All,All,$,179000000,12507000000
Exports,2016,26/04/2016,Tuesday,28/04/2020,All,All,All,$,126000000,12633000000
Exports,2016,27/04/2016,Wednesday,29/04/2020,All,All,All,$,92000000,12725000000
Exports,2016,28/04/2016,Thursday,30/04/2020,All,All,All,$,192000000,12917000000
Exports,2016,29/04/2016,Friday,01/05/2020,All,All,All,$,189000000,13106000000
Exports,2016,30/04/2016,Saturday,02/05/2020,All,All,All,$,139000000,13245000000
Exports,2016,01/05/2016,Sunday,03/05/2020,All,All,All,$,169000000,13414000000
Exports,2016,02/05/2016,Monday,04/05/2020,All,All,All,$,84000000,13498000000
Exports,2016,03/05/2016,Tuesday,05/05/2020,All,All,All,$,159000000,13658000000
Exports,2016,04/05/2016,Wednesday,06/05/2020,All,All,All,$,88000000,13745000000
Exports,2016,05/05/2016,Thursday,07/05/2020,All,All,All,$,182000000,13928000000
Exports,2016,06/05/2016,Friday,08/05/2020,All,All,All,$,177000000,14105000000
Exports,2016,07/05/2016,Saturday,09/05/2020,All,All,All,$,191000000,14296000000
Exports,2016,08/05/2016,Sunday,10/05/2020,All,All,All,$,201000000,14497000000
Exports,2016,09/05/2016,Monday,11/05/2020,All,All,All,$,148000000,14645000000
Exports,2016,10/05/2016,Tuesday,12/05/2020,All,All,All,$,126000000,14770000000
Exports,2016,11/05/2016,Wednesday,13/05/2020,All,All,All,$,114000000,14884000000
Exports,2016,12/05/2016,Thursday,14/05/2020,All,All,All,$,157000000,15041000000
Exports,2016,13/05/2016,Friday,15/05/2020,All,All,All,$,160000000,15201000000
Exports,2016,14/05/2016,Saturday,16/05/2020,All,All,All,$,102000000,15303000000
Exports,2016,15/05/2016,Sunday,17/05/2020,All,All,All,$,157000000,15461000000
Exports,2016,16/05/2016,Monday,18/05/2020,All,All,All,$,109000000,15570000000
Exports,2016,17/05/2016,Tuesday,19/05/2020,All,All,All,$,148000000,15719000000
Exports,2016,18/05/2016,Wednesday,20/05/2020,All,All,All,$,112000000,15831000000
Exports,2017,04/02/2017,Saturday,01/02/2020,All,All,All,$,167000000,167000000
Exports,2017,05/02/2017,Sunday,02/02/2020,All,All,All,$,147000000,314000000
Exports,2017,06/02/2017,Monday,03/02/2020,All,All,All,$,202000000,516000000
Exports,2017,07/02/2017,Tuesday,04/02/2020,All,All,All,$,74000000,590000000
Exports,2017,08/02/2017,Wednesday,05/02/2020,All,All,All,$,147000000,737000000
Exports,2017,09/02/2017,Thursday,06/02/2020,All,All,All,$,112000000,849000000
Exports,2017,10/02/2017,Friday,07/02/2020,All,All,All,$,108000000,957000000
Exports,2017,11/02/2017,Saturday,08/02/2020,All,All,All,$,148000000,1105000000
Exports,2017,12/02/2017,Sunday,09/02/2020,All,All,All,$,166000000,1271000000
Exports,2017,13/02/2017,Monday,10/02/2020,All,All,All,$,188000000,1459000000
Exports,2017,14/02/2017,Tuesday,11/02/2020,All,All,All,$,62000000,1521000000
Exports,2017,15/02/2017,Wednesday,12/02/2020,All,All,All,$,149000000,1670000000
Exports,2017,16/02/2017,Thursday,13/02/2020,All,All,All,$,137000000,1807000000
Exports,2017,17/02/2017,Friday,14/02/2020,All,All,All,$,150000000,1957000000
Exports,2017,18/02/2017,Saturday,15/02/2020,All,All,All,$,129000000,2086000000
Exports,2017,19/02/2017,Sunday,16/02/2020,All,All,All,$,173000000,2259000000
Exports,2017,20/02/2017,Monday,17/02/2020,All,All,All,$,251000000,2510000000
Exports,2017,21/02/2017,Tuesday,18/02/2020,All,All,All,$,85000000,2595000000
Exports,2017,22/02/2017,Wednesday,19/02/2020,All,All,All,$,128000000,2724000000
Exports,2017,23/02/2017,Thursday,20/02/2020,All,All,All,$,109000000,2832000000
Exports,2017,24/02/2017,Friday,21/02/2020,All,All,All,$,129000000,2962000000
Exports,2017,25/02/2017,Saturday,22/02/2020,All,All,All,$,140000000,3102000000
Exports,2017,26/02/2017,Sunday,23/02/2020,All,All,All,$,166000000,3268000000
Exports,2017,27/02/2017,Monday,24/02/2020,All,All,All,$,229000000,3497000000
Exports,2017,28/02/2017,Tuesday,25/02/2020,All,All,All,$,140000000,3637000000
Exports,2017,01/03/2017,Wednesday,26/02/2020,All,All,All,$,127000000,3765000000
Exports,2017,02/03/2017,Thursday,27/02/2020,All,All,All,$,128000000,3892000000
Exports,2017,03/03/2017,Friday,28/02/2020,All,All,All,$,158000000,4051000000
Exports,2017,04/03/2017,Saturday,29/02/2020,All,All,All,$,125000000,4176000000
Exports,2017,05/03/2017,Sunday,01/03/2020,All,All,All,$,169000000,4345000000
Exports,2017,06/03/2017,Monday,02/03/2020,All,All,All,$,222000000,4567000000
Exports,2017,07/03/2017,Tuesday,03/03/2020,All,All,All,$,67000000,4634000000
Exports,2017,08/03/2017,Wednesday,04/03/2020,All,All,All,$,124000000,4758000000
Exports,2017,09/03/2017,Thursday,05/03/2020,All,All,All,$,100000000,4858000000
Exports,2017,10/03/2017,Friday,06/03/2020,All,All,All,$,137000000,4995000000
Exports,2017,11/03/2017,Saturday,07/03/2020,All,All,All,$,136000000,5131000000
Exports,2017,12/03/2017,Sunday,08/03/2020,All,All,All,$,162000000,5293000000
Exports,2017,13/03/2017,Monday,09/03/2020,All,All,All,$,209000000,5502000000
Exports,2017,14/03/2017,Tuesday,10/03/2020,All,All,All,$,90000000,5592000000
Exports,2017,15/03/2017,Wednesday,11/03/2020,All,All,All,$,241000000,5833000000
Exports,2017,16/03/2017,Thursday,12/03/2020,All,All,All,$,135000000,5968000000
Exports,2017,17/03/2017,Friday,13/03/2020,All,All,All,$,136000000,6104000000
Exports,2017,18/03/2017,Saturday,14/03/2020,All,All,All,$,131000000,6236000000
Exports,2017,19/03/2017,Sunday,15/03/2020,All,All,All,$,148000000,6383000000
Exports,2017,20/03/2017,Monday,16/03/2020,All,All,All,$,185000000,6568000000
Exports,2017,21/03/2017,Tuesday,17/03/2020,All,All,All,$,82000000,6650000000
Exports,2017,22/03/2017,Wednesday,18/03/2020,All,All,All,$,105000000,6755000000
Exports,2017,23/03/2017,Thursday,19/03/2020,All,All,All,$,107000000,6863000000
Exports,2017,24/03/2017,Friday,20/03/2020,All,All,All,$,164000000,7027000000
Exports,2017,25/03/2017,Saturday,21/03/2020,All,All,All,$,168000000,7195000000
Exports,2017,26/03/2017,Sunday,22/03/2020,All,All,All,$,206000000,7401000000
Exports,2017,27/03/2017,Monday,23/03/2020,All,All,All,$,250000000,7651000000
Exports,2017,28/03/2017,Tuesday,24/03/2020,All,All,All,$,115000000,7767000000
Exports,2017,29/03/2017,Wednesday,25/03/2020,All,All,All,$,132000000,7899000000
Exports,2017,30/03/2017,Thursday,26/03/2020,All,All,All,$,153000000,8052000000
Exports,2017,31/03/2017,Friday,27/03/2020,All,All,All,$,175000000,8227000000
Exports,2017,01/04/2017,Saturday,28/03/2020,All,All,All,$,154000000,8381000000
Exports,2017,02/04/2017,Sunday,29/03/2020,All,All,All,$,170000000,8550000000
Exports,2017,03/04/2017,Monday,30/03/2020,All,All,All,$,225000000,8775000000
Exports,2017,04/04/2017,Tuesday,31/03/2020,All,All,All,$,91000000,8867000000
Exports,2017,05/04/2017,Wednesday,01/04/2020,All,All,All,$,107000000,8974000000
Exports,2017,06/04/2017,Thursday,02/04/2020,All,All,All,$,180000000,9154000000
Exports,2017,07/04/2017,Friday,03/04/2020,All,All,All,$,144000000,9298000000
Exports,2017,08/04/2017,Saturday,04/04/2020,All,All,All,$,195000000,9493000000
Exports,2017,09/04/2017,Sunday,05/04/2020,All,All,All,$,184000000,9677000000
Exports,2017,10/04/2017,Monday,06/04/2020,All,All,All,$,246000000,9923000000
Exports,2017,11/04/2017,Tuesday,07/04/2020,All,All,All,$,95000000,10018000000
Exports,2017,12/04/2017,Wednesday,08/04/2020,All,All,All,$,95000000,10114000000
Exports,2017,13/04/2017,Thursday,09/04/2020,All,All,All,$,151000000,10265000000
Exports,2017,14/04/2017,Friday,10/04/2020,All,All,All,$,155000000,10420000000
Exports,2017,15/04/2017,Saturday,11/04/2020,All,All,All,$,170000000,10590000000
Exports,2017,16/04/2017,Sunday,12/04/2020,All,All,All,$,161000000,10751000000
Exports,2017,17/04/2017,Monday,13/04/2020,All,All,All,$,213000000,10964000000
Exports,2017,18/04/2017,Tuesday,14/04/2020,All,All,All,$,87000000,11051000000
Exports,2017,19/04/2017,Wednesday,15/04/2020,All,All,All,$,99000000,11150000000
Exports,2017,20/04/2017,Thursday,16/04/2020,All,All,All,$,130000000,11280000000
Exports,2017,21/04/2017,Friday,17/04/2020,All,All,All,$,118000000,11397000000
Exports,2017,22/04/2017,Saturday,18/04/2020,All,All,All,$,125000000,11522000000
Exports,2017,23/04/2017,Sunday,19/04/2020,All,All,All,$,218000000,11739000000
Exports,2017,24/04/2017,Monday,20/04/2020,All,All,All,$,234000000,11973000000
Exports,2017,25/04/2017,Tuesday,21/04/2020,All,All,All,$,157000000,12131000000
Exports,2017,26/04/2017,Wednesday,22/04/2020,All,All,All,$,81000000,12212000000
Exports,2017,27/04/2017,Thursday,23/04/2020,All,All,All,$,197000000,12408000000
Exports,2017,28/04/2017,Friday,24/04/2020,All,All,All,$,211000000,12620000000
Exports,2017,29/04/2017,Saturday,25/04/2020,All,All,All,$,146000000,12766000000
Exports,2017,30/04/2017,Sunday,26/04/2020,All,All,All,$,171000000,12936000000
Exports,2017,01/05/2017,Monday,27/04/2020,All,All,All,$,199000000,13135000000
Exports,2017,02/05/2017,Tuesday,28/04/2020,All,All,All,$,115000000,13250000000
Exports,2017,03/05/2017,Wednesday,29/04/2020,All,All,All,$,134000000,13384000000
Exports,2017,04/05/2017,Thursday,30/04/2020,All,All,All,$,151000000,13536000000
Exports,2017,05/05/2017,Friday,01/05/2020,All,All,All,$,156000000,13692000000
Exports,2017,06/05/2017,Saturday,02/05/2020,All,All,All,$,157000000,13849000000
Exports,2017,07/05/2017,Sunday,03/05/2020,All,All,All,$,179000000,14027000000
Exports,2017,08/05/2017,Monday,04/05/2020,All,All,All,$,190000000,14218000000
Exports,2017,09/05/2017,Tuesday,05/05/2020,All,All,All,$,109000000,14327000000
Exports,2017,10/05/2017,Wednesday,06/05/2020,All,All,All,$,151000000,14478000000
Exports,2017,11/05/2017,Thursday,07/05/2020,All,All,All,$,134000000,14612000000
Exports,2017,12/05/2017,Friday,08/05/2020,All,All,All,$,167000000,14779000000
Exports,2017,13/05/2017,Saturday,09/05/2020,All,All,All,$,163000000,14941000000
Exports,2017,14/05/2017,Sunday,10/05/2020,All,All,All,$,162000000,15104000000
Exports,2017,15/05/2017,Monday,11/05/2020,All,All,All,$,218000000,15322000000
Exports,2017,16/05/2017,Tuesday,12/05/2020,All,All,All,$,126000000,15448000000
Exports,2017,17/05/2017,Wednesday,13/05/2020,All,All,All,$,112000000,15560000000
Exports,2017,18/05/2017,Thursday,14/05/2020,All,All,All,$,185000000,15745000000
Exports,2017,19/05/2017,Friday,15/05/2020,All,All,All,$,164000000,15909000000
